0.000000,1.150206,0.488544,0.445595,0.144711,0.146426,0.536709,0.507091,0.188794,0.236202,0.434665,0.471773,0.432856,0.437005,0.322023,0.249827,0.721843,0.615553,0.889665,0.632119,0.138998,0.237600,0.077789,0.165759,0.028948,0.164637,-0.010015,0.094368,0.370699,0.380401,0.325121,0.302636,1.081879,0.943108,0.167250,0.290433,0.207992,0.343813,0.189760,0.108286,0.129347,0.285563,0.403484,0.446486,0.296050,0.370847,0.557471,0.544833,0.284424,0.242194,0.242439,0.277781,0.289220,0.317193,0.197366,0.396507,1.207724,0.972480,0.122913,0.142545,0.378982,0.381964,0.510325,0.686344,-0.035473,0.174656,0.431050,0.369757,0.848311,0.395217,0.128344,0.068070,0.315411,0.377493,0.268957,0.434173,0.414095,0.439298,0.372238,0.596101,0.457453,0.654689,0.320837,0.533293,0.333895,0.262487,0.100431,0.213288,0.342015,0.409797
1.150206,0.000000,0.469775,0.464466,0.212370,0.166673,0.530043,0.602722,0.276093,0.302858,0.466263,0.711143,0.540746,0.591974,0.472883,0.363203,0.596070,0.588121,1.062042,0.874009,0.197933,0.296114,0.151084,0.178749,0.031838,0.159416,0.020108,0.109840,0.336203,0.473740,0.368453,0.338976,1.023133,0.975599,0.194358,0.214877,0.081153,0.378663,0.109476,0.219423,0.141245,0.375750,0.441075,0.424791,0.357167,0.437164,0.576153,0.483831,0.329299,0.343824,0.318787,0.394414,0.379848,0.406264,0.233043,0.453879,0.905323,1.427836,0.214978,0.269098,0.444184,0.509315,0.624447,1.024221,0.034666,0.163514,0.480491,0.415713,0.802844,0.530594,0.153949,0.191574,0.216427,0.467804,0.299572,0.462510,0.280407,0.319218,0.342915,0.667621,0.535595,0.771243,0.291693,0.699135,0.483350,0.358887,0.057770,0.218780,0.389358,0.492433
0.488544,0.469775,0.000000,1.288929,0.764012,0.754626,1.207702,1.084183,0.722367,0.899353,0.483668,0.536798,0.704163,0.701598,0.725247,0.868988,0.191450,0.218463,0.782782,0.594660,0.418581,0.497070,1.066200,1.182946,0.749147,0.935316,0.766409,0.743540,0.344045,0.410871,0.608558,0.524535,0.673393,0.783366,0.601295,0.681350,0.189694,0.390510,0.091734,0.364388,0.277082,0.343834,0.586257,0.423144,0.511648,0.562584,0.689055,0.618365,0.538842,0.429328,0.573874,0.405064,0.566799,0.799938,0.514382,0.529753,0.164035,0.373218,0.552641,0.511306,0.709123,0.881703,0.293855,0.449482,0.677643,0.746158,0.890443,0.864217,0.578217,0.624085,0.274169,0.353790,0.358769,0.390291,0.428187,0.488777,0.527703,0.575021,0.136645,0.205508,0.232372,0.484864,0.386389,0.530592,0.597680,0.614793,0.282987,0.334454,0.903332,1.063879
0.445595,0.464466,1.288929,0.000000,0.552806,0.628167,1.058368,1.351251,0.521498,0.819921,0.377960,0.519815,0.516325,0.703155,0.529278,0.654463,0.134911,0.162059,0.758664,0.564439,0.367460,0.458450,0.959179,1.213727,0.563376,0.842990,0.647289,0.624103,0.226429,0.313374,0.759091,0.661179,0.634097,0.782302,0.587770,0.663978,0.004025,0.254491,0.004579,0.254048,0.104610,0.185516,0.449966,0.305010,0.341223,0.413474,0.566964,0.450870,0.400749,0.318504,0.528600,0.318721,0.492360,0.653412,0.345838,0.333718,0.117194,0.315878,0.453641,0.452527,0.772310,0.963355,0.196994,0.396005,0.686905,0.887549,0.803148,0.833955,0.558577,0.465549,0.398592,0.463621,0.265593,0.375300,0.379544,0.407534,0.455211,0.447703,0.023360,0.134711,0.134319,0.359660,0.201740,0.386833,0.366409,0.398291,0.103514,0.240525,0.674732,0.828566
0.144711,0.212370,0.764012,0.552806,0.000000,1.352993,0.460952,0.495261,1.299851,1.007131,0.246942,0.383094,0.525675,0.548918,0.947981,0.910858,0.106607,0.180761,0.295615,0.290153,0.644880,0.537923,0.563879,0.604644,0.608808,0.792296,0.768254,0.892187,0.279668,0.310807,0.088563,0.003972,0.315668,0.354706,0.272798,0.299776,0.266822,0.339589,0.134579,0.405939,0.324768,0.330550,0.385553,0.231273,0.398867,0.360013,0.503410,0.431776,0.518004,0.418694,0.484983,0.437289,0.488463,0.607265,0.565775,0.567928,0.043121,0.314870,0.711053,0.682123,0.439243,0.657159,0.196578,0.367162,0.411006,0.463454,0.763333,0.636789,0.375275,0.537876,-0.080394,0.143963,0.291128,0.298035,0.310814,0.473518,0.222831,0.276979,0.116602,0.124656,0.286424,0.485633,0.366256,0.369908,0.621565,0.581132,0.331826,0.252449,0.759285,0.698732
0.146426,0.166673,0.754626,0.628167,1.352993,0.000000,0.449236,0.466427,1.265600,1.237459,0.221750,0.335197,0.482588,0.499201,0.739075,1.098712,0.101456,0.217974,0.220139,0.165611,0.622151,0.395498,0.623066,0.688218,0.649300,0.913980,0.898138,1.198169,0.193218,0.310801,0.091396,-0.039398,0.289226,0.285229,0.246401,0.292819,0.420654,0.359029,0.164796,0.362639,0.316870,0.320417,0.269908,0.159195,0.255869,0.267357,0.432502,0.398188,0.458643,0.375639,0.398392,0.366813,0.439187,0.547770,0.605003,0.602752,0.029964,0.261513,0.705500,0.686883,0.436251,0.596044,0.187370,0.282830,0.393640,0.449715,0.646069,0.537930,0.276987,0.461487,-0.121866,0.041664,0.381475,0.471578,0.371060,0.505112,0.330337,0.370271,0.093680,0.099418,0.298789,0.505482,0.374873,0.286031,0.539527,0.531524,0.358009,0.403419,0.723776,0.745313
0.536709,0.530043,1.207702,1.058368,0.460952,0.449236,0.000000,1.373848,0.431066,0.765043,0.889470,0.858647,1.025016,1.000490,0.653851,0.633913,0.283481,0.216824,0.943605,0.695743,0.396533,0.466929,0.827846,0.762535,0.322448,0.534654,0.393842,0.396756,0.465618,0.387028,0.736562,0.676666,0.665519,0.793294,0.434239,0.492525,0.118178,0.289338,-0.087934,0.397282,0.226178,0.248788,0.616856,0.437703,0.433666,0.558436,0.708429,0.526711,0.661272,0.614478,0.733484,0.612730,0.735888,0.835669,0.472970,0.526645,0.144149,0.369027,0.557676,0.538986,1.031801,0.957642,0.503010,0.570661,0.528672,0.675250,0.716254,0.804167,0.455098,0.452421,0.482523,0.434257,0.296551,0.286342,0.470907,0.546210,0.486099,0.457509,0.100809,0.124128,0.193663,0.272673,0.291556,0.428153,0.415916,0.419971,0.187607,0.183859,0.676207,0.940955
0.507091,0.602722,1.084183,1.351251,0.495261,0.466427,1.373848,0.000000,0.463937,0.758863,0.688112,0.875339,0.790626,0.987943,0.686075,0.647673,0.277231,0.244851,0.956077,0.704248,0.389011,0.448138,0.829282,0.867569,0.356143,0.581651,0.429473,0.414709,0.421285,0.414667,0.842637,0.784111,0.700150,0.890177,0.480578,0.540340,0.061387,0.288763,-0.074530,0.339728,0.191927,0.283850,0.622703,0.445065,0.448473,0.561071,0.710822,0.528543,0.508568,0.532152,0.646058,0.491588,0.629775,0.738967,0.373871,0.428165,0.174986,0.443488,0.433309,0.495256,0.925434,1.148930,0.452158,0.676882,0.535099,0.751861,0.746039,0.854169,0.490628,0.477098,0.483341,0.481278,0.303525,0.411302,0.475701,0.542020,0.430041,0.373248,0.114199,0.157953,0.251114,0.364324,0.207257,0.503755,0.422345,0.391119,0.083492,0.182383,0.632044,0.782704
0.188794,0.276093,0.722367,0.521498,1.299851,1.265600,0.431066,0.463937,0.000000,1.021622,0.345009,0.402891,0.607770,0.480355,0.987603,1.017858,0.219471,0.241089,0.313830,0.295510,0.478197,0.336011,0.538677,0.543011,0.606475,0.783724,0.732734,0.834212,0.361151,0.397569,0.106166,0.008527,0.383756,0.378688,0.243645,0.234672,0.435880,0.444417,0.114333,0.422922,0.456048,0.520867,0.338681,0.294820,0.354685,0.360775,0.543827,0.491402,0.482251,0.446553,0.429176,0.463973,0.470755,0.591282,0.588122,0.664608,0.112789,0.364525,0.636564,0.677690,0.457077,0.576012,0.312116,0.416872,0.325301,0.351146,0.594307,0.518382,0.287485,0.543157,-0.160127,-0.008475,0.451549,0.513161,0.552968,0.554336,0.368666,0.409662,0.200461,0.187462,0.428871,0.564231,0.352520,0.398151,0.581522,0.487150,0.288559,0.323938,0.688179,0.670040
0.236202,0.302858,0.899353,0.819921,1.007131,1.237459,0.765043,0.758863,1.021622,0.000000,0.477833,0.587203,0.703248,0.732288,0.943888,1.208559,0.149965,0.255389,0.489084,0.449428,0.723798,0.483242,0.825631,0.839547,0.438381,0.819199,0.650897,0.787418,0.369804,0.423895,0.315855,0.253008,0.424364,0.520656,0.456634,0.448474,0.368009,0.382896,-0.071106,0.540079,0.387117,0.372250,0.510744,0.388173,0.396122,0.488246,0.666232,0.525325,0.675180,0.675720,0.747086,0.676271,0.759203,0.879362,0.630664,0.640718,0.039520,0.328152,0.769830,0.819550,0.896125,1.040830,0.384158,0.500357,0.648492,0.729208,0.804875,0.813680,0.314750,0.636770,0.067380,0.251695,0.362621,0.398173,0.563243,0.608610,0.363665,0.444361,0.215153,0.109610,0.337811,0.457574,0.287843,0.357724,0.507333,0.563601,0.335853,0.367909,0.754283,1.041233
